Time,phi_r,phi_l,trq_r,trq_l
1.305,0.18213527289213796,-0.18212865053635152,-1.1228060637444943,-6.520550711862563
1.306,0.18296683178071912,-0.18296019926299323,-1.1241541339812005,-6.523374277302449
1.307,0.18379880174017996,-0.18379215912026403,-1.1255070978841326,-6.5261986311956806
1.308,0.18463117865986142,-0.1846245259968482,-1.1268649451085162,-6.52902374177338
1.309,0.18546395847021008,-0.18545729582254822,-1.1282276652886132,-6.531849577656838
1.31,0.1862971371423697,-0.1862904645678647,-1.1295952480106708,-6.534676107823806
1.311,0.18713071068776987,-0.18712402824359664,-1.1309676828382,-6.537503301639065
1.312,0.18796467515772752,-0.18795798290043297,-1.1323449592971089,-6.540331128809359
1.313,0.18879902664304718,-0.1887923246285581,-1.1337270668857,-6.543159559431763
1.314,0.18963376127362347,-0.18962704955725318,-1.1351139950725755,-6.545988563935181
1.315,0.19046887521805198,-0.19046215385450793,-1.1365057332932542,-6.548818113125827
1.316,0.19130436468324394,-0.19129763372663255,-1.1379022709591375,-6.551648178128374
1.317,0.1921402259140388,-0.19213348541787312,-1.139303597444687,-6.554478730443948
1.318,0.19297645519283005,-0.19296970521003498,-1.1407097021076147,-6.557309741915881
1.319,0.19381304883918635,-0.19380628942210443,-1.1421205742754033,-6.560141184706045
1.32,0.19465000320947876,-0.19464323440988007,-1.1435362032401162,-6.562973031339158
1.321,0.19548731469651714,-0.19548053656560072,-1.1449565782800586,-6.56580525463698
1.322,0.19632497972918142,-0.19631819231758385,-1.1463816886431673,-6.568637827800301
1.323,0.19716299477206262,-0.19715619812986418,-1.1478115235547217,-6.571470724318246
1.324,0.19800135632510835,-0.19799455050183745,-1.1492460722131657,-6.57430391800953
1.325,0.19884006092326223,-0.19883324596790253,-1.1506853237949837,-6.577137383019253
1.326,0.1996791051361219,-0.19967228109711765,-1.1521292674552297,-6.5799710938054385
1.327,0.20051848556758797,-0.20051165249284963,-1.1535778923275,-6.582805025143247
1.328,0.20135819885552025,-0.20135135679243188,-1.15503118752296,-6.585639152118765
1.329,0.20219824167140243,-0.20219139066682423,-1.1564891421317787,-6.588473450115416
1.33,0.2030386107200015,-0.20303175082027725,-1.1579517452207204,-6.591307894815098
